,v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,Text_clean,sentiment
3997,spam,We tried to call you re your reply to our sms for a video mobile  mins UNLIMITED TEXT free camcorder Reply or call now  Del Thurs,,,,tried call reply sms video mobile mins unlimited text free camcorder reply call del thurs,positive
3998,ham,K k when will you give treat ,,,,k k give treat,positive
3999,spam,This is the nd time we have tried to contact u  U have won the å£ prize   claim is easy  just call  NOW  Only p per minute  BT national rate,,,,nd time tried contact u u å£ prize claim easy call p per minute bt national rate,positive
4000,ham,He s just gonna worry for nothing  And he won t give you money its no use ,,,,gonna worry nothing give money use,negative
4001,ham,Did you get any gift  This year i didnt get anything  So bad,,,,get gift year didnt get anything bad,positive
4002,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true  goodnite  amp  sweet dreams,,,,somewhere beneath pale moon light someone think u dreams come true goodnite amp sweet dreams,positive
4003,ham,Well there s a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I m a weed fiend make them smoke too much impede their doing other things so you see how I m hesitant,,,,well pattern emerging friends telling drive come smoke telling weed fiend make smoke much impede things see hesitant,positive
4004,ham,  ow u dey i paid  thousad i told  u would call   ,,,,ow u dey paid thousad told u would call,positive
4005,ham,IM FINE BABES AINT BEEN UP  MUCH THO  SAW SCARY MOVIE YEST ITS QUITE FUNNY  WANT MRW AFTERNOON  AT TOWN OR MALL OR SUMTHIN xx,,,,im fine babes aint much tho saw scary movie yest quite funny want mrw afternoon town mall sumthin xx,positive
4006,ham,I m reaching home in  min ,,,,reaching home min,positive
4007,ham,Forgot you were working today  Wanna chat  but things are ok so drop me a text when you re free   bored etc and i ll ring  Hope all is well  nose essay and all xx,,,,forgot working today wanna chat things ok drop text free bored etc ring hope well nose essay xx,positive
4008,ham,Ha  Then we must walk to everywhere  Cannot take tram  My cousin said can walk to vic market from our hotel ,,,,ha must walk everywhere cannot take tram cousin said walk vic market hotel,positive
4009,spam,Wan win a Meet Greet with Westlife  U or a m  They are currently on what tour   Unbreakable   Untamed   Unkempt  Text   or  to   Cost p  std text,,,,wan win meet greet westlife u currently tour unbreakable untamed unkempt text cost p std text,positive
4010,spam,Please call our customer service representative on FREEPHONE    between am pm as you have WON a guaranteed å£ cash or å£ prize ,,,,please call customer service representative freephone pm guaranteed å£ cash å£ prize,positive
4011,ham,Discussed with your mother ah ,,,,discussed mother ah,positive
4012,ham,Ok ,,,,ok,positive
4013,ham,Sorry  I can t text  amp  drive coherently  see you in twenty,,,,sorry text amp drive coherently see twenty,negative
4014,spam,You will be receiving this week s Triple Echo ringtone shortly  Enjoy it ,,,,receiving week triple echo ringtone shortly enjoy,positive
4015,ham,In which place i can get rooms cheap  ,,,,place get rooms cheap,positive
4016,ham,Eek that s a lot of time especially since American Pie is like  minutes long  I can t stop singing it ,,,,eek lot time especially since american pie like minutes long stop singing,positive
4017,ham,\GRAN ONLYFOUND OUT AFEW DAYS AGO CUSOON HONI\ ,,,,\gran onlyfound afew days ago cusoon honi\,positive
4018,spam,U ve been selected to stay in  of  top British hotels   FOR NOTHING  Holiday valued at å£  Dial  to claim   National Rate Call  Bx  SWSS,,,,u selected stay top british hotels nothing holiday valued å£ dial claim national rate call bx swss,negative
4019,ham,University of southern california ,,,,university southern california,positive
4020,ham,We have to pick rayan macleran there ,,,,pick rayan macleran,positive
4021,ham,U gd lor go shopping i got stuff to do  U wan  watch infernal affairs a not  Come lar ,,,,u gd lor go shopping got stuff u wan watch infernal affairs come lar,positive
4022,ham,Well  Balls  Time to make calls,,,,well balls time make calls,positive
4023,ham,Wat time Ì_ wan today ,,,,wat time ì_ wan today,positive
4024,ham,  lt  gt   in mca  But not conform ,,,,lt gt mca conform,positive
4025,ham,Oh ok  Wat s ur email ,,,,oh ok wat ur email,positive
4026,ham,Yes  princess  Are you going to make me moan ,,,,yes princess going make moan,positive
4027,ham,Lol its ok I didn t remember til last nite,,,,lol ok remember til last nite,positive
4028,ham,[Û_] anyway  many good evenings to u  s,,,,[û_] anyway many good evenings u,positive
4029,ham,Cool  I ll text you in a few,,,,cool text,positive
4030,ham,Sorry vikky  i m Watching olave mandara movie kano in trishul theatre wit my frnds ,,,,sorry vikky watching olave mandara movie kano trishul theatre wit frnds,negative
4031,ham,I m very happy for you babe   Woo hoo party on dude ,,,,happy babe woo hoo party dude,positive
4032,ham,I am taking you for italian food  How about a pretty dress with no panties    ,,,,taking italian food pretty dress panties,positive
4033,ham,Wot u up   Thout u were gonna call me  Txt bak luv K,,,,wot u thout u gonna call txt bak luv k,positive
4034,spam,YOU ARE CHOSEN TO RECEIVE A å£ AWARD  Pls call claim number  to collect your award which you are selected to receive as a valued mobile customer ,,,,chosen receive å£ award pls call claim number collect award selected receive valued mobile customer,positive
4035,ham,How are you holding up ,,,,holding,positive
4036,ham,Dont flatter yourself  Tell that man of mine two pints of carlin in ten minutes please  ,,,,dont flatter tell man mine two pints carlin ten minutes please,positive
4037,ham,Hope you are not scared ,,,,hope scared,positive
4038,ham,I cant pick the phone right now  Pls send a message,,,,cant pick phone right pls send message,positive
4039,ham,I m at home n ready ,,,,home n ready,positive
4040,spam,Please call our customer service representative on FREEPHONE    between am pm as you have WON a guaranteed å£ cash or å£ prize ,,,,please call customer service representative freephone pm guaranteed å£ cash å£ prize,positive
4041,ham,What time do u get out ,,,,time u get,positive
4042,ham,I am literally in bed and have been up for like   lt  gt   hours,,,,literally bed like lt gt hours,positive
4043,ham,Yes  my reg is  Ciao ,,,,yes reg ciao,positive
4044,ham,If You mean the website  Yes ,,,,mean website yes,positive
4045,spam,Win a å£ cash prize or a prize worth å£,,,,win å£ cash prize prize worth å£,positive
4046,spam,Thanks for your ringtone order  reference number X Your mobile will be charged    Should your tone not arrive please call customer services ,,,,thanks ringtone order reference number x mobile charged tone arrive please call customer services,positive
4047,ham,Lol or I could just starve and lose a pound by the end of the day ,,,,lol could starve lose pound end day,negative
4048,ham,Yeah that s the impression I got,,,,yeah impression got,positive
4049,ham,Ok ok take care  I can understand ,,,,ok ok take care understand,positive
4050,ham,Motivate Behind every darkness  there is a shining light waiting for you to find it  Behind every best friend  there is always trust and love  BSLVYL,,,,motivate behind every darkness shining light waiting find behind every best friend always trust love bslvyl,positive
4051,ham,Ya ok  then had dinner ,,,,ya ok dinner,positive
4052,ham,I was slept that time you there ,,,,slept time,positive
4053,ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,,,,dont make ne plans nxt wknd coz wants us come ok,positive
4054,ham,When is school starting  Where will you stay  What s the weather like  And the food  Do you have a social support system like friends in the school  All these things are important ,,,,school starting stay weather like food social support system like friends school things important,positive
4055,ham,Ha ha nan yalrigu heltini Iyo kothi chikku  u shared many things wit me so far i didn t told any body and even uttered a word abt u  If ur trusting me so much how can i tell these to others  Plz nxt time dont use those words to me ok  chikku    B ,,,,ha ha nan yalrigu heltini iyo kothi chikku u shared many things wit far told body even uttered word abt u ur trusting much tell others plz nxt time dont use words ok chikku b,positive
4056,ham,Noice  Text me when you re here,,,,noice text,positive
4057,ham,Hi di is yijue we re meeting at  pm at esaplanade tonight ,,,,hi di yijue meeting pm esaplanade tonight,positive
4058,spam,Moby Pub Quiz Win a å£ High Street prize if u know who the new Duchess of Cornwall will be  Txt her first name to  unsub STOP å£   SP,,,,moby pub quiz win å£ high street prize u know new duchess cornwall txt first name unsub stop å£ sp,positive
4059,spam,This weeks SavaMob member offers are now accessible  Just call  for details  SavaMob  POBOX   LA WU  Only å£  week  SavaMob   offers mobile ,,,,weeks savamob member offers accessible call details savamob pobox la wu å£ week savamob offers mobile,positive
4060,ham,Aight I ve been set free  think you could text me blake s address  It occurs to me I m not quite as sure what I m doing as I thought I was,,,,aight set free think could text blake address occurs quite sure thought,positive
4061,ham,Hi dear we saw dear  We both are happy  Where you my battery is low,,,,hi dear saw dear happy battery low,positive
4062,ham,How are you  Its been ages  How s abj,,,,ages abj,positive
4063,ham,Prof  you have passed in all the papers in this sem congrats         Student  Enna kalaachutaarama  Prof  Gud mrng ,,,,prof passed papers sem congrats student enna kalaachutaarama prof gud mrng,positive
4064,ham,Dont kick coco when he s down,,,,dont kick coco,positive
4065,ham,Fyi I m gonna call you sporadically starting at like   lt  gt   bc we are not not doin this shit,,,,fyi gonna call sporadically starting like lt gt bc doin shit,positive
4066,spam,You are being contacted by our Dating Service by someone you know  To find out who it is  call from your mobile or landline  PoBoxLDNS ,,,,contacted dating service someone know find call mobile landline poboxldns,positive
4067,spam,TBS PERSOLVO  been chasing us since Sept forå£ definitely not paying now thanks to your information  We will ignore them  Kath  Manchester ,,,,tbs persolvo chasing us since sept forå£ definitely paying thanks information ignore kath manchester,positive
4068,ham,Hope youåÕre not having too much fun without me  see u tomorrow love jess x,,,,hope youåõre much fun without see u tomorrow love jess x,positive
4069,ham,Ok i wont call or disturb any one  I know all are avoiding me  I am a burden for all,,,,ok wont call disturb one know avoiding burden,negative
4070,ham,I ve reached home n i bathe liao  U can call me now ,,,,reached home n bathe liao u call,positive
4071,spam,Loans for any purpose even if you have Bad Credit  Tenants Welcome  Call NoWorriesLoans com on ,,,,loans purpose even bad credit tenants welcome call noworriesloans com,positive
4072,ham,Was the actual exam harder than NBME,,,,actual exam harder nbme,positive
4073,ham,A lot of this sickness thing going round  Take it easy  Hope u feel better soon  Lol,,,,lot sickness thing going round take easy hope u feel better soon lol,positive
4074,ham,God picked up a flower and dippeditinaDEW  lovingly touched itwhichturnedinto u  and the he gifted tomeandsaid THIS FRIEND IS U,,,,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaid friend u,positive
4075,spam,  Kick off a new season with wks FREE goals   news to ur mobile  Txt ur club name to  eg VILLA to ,,,,kick new season wks free goals news ur mobile txt ur club name eg villa,positive
4076,ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya ,,,,hey sathya till dint meet even single time saw situation sathya,positive
4077,ham,Gam gone after outstanding innings ,,,,gam gone outstanding innings,positive
4078,ham,O i played smash bros   lt  gt   religiously ,,,,played smash bros lt gt religiously,positive
4079,ham,Sir  good morning  Hope you had a good weekend  I called to let you know that i was able to raise   lt  gt   from my dad  He however said he would make the rest available by mid feb  This amount is still quite short and i was hoping you would help  Do have a good day  Abiola,,,,sir good morning hope good weekend called let know able raise lt gt dad however said would make rest available mid feb amount still quite short hoping would help good day abiola,positive
4080,ham,Hurry home  Soup is DONE ,,,,hurry home soup done,positive
4081,ham,No no  I will check all rooms befor activities,,,,check rooms befor activities,positive
4082,ham,Good afternoon  my love  It was good to see your words on YM and get your tm  Very smart move  my slave   *smiles*   I drink my coffee and await you ,,,,good afternoon love good see words ym get tm smart move slave *smiles* drink coffee await,positive
4083,ham,Quite ok but a bit ex  U better go eat smth now else i ll feel guilty ,,,,quite ok bit ex u better go eat smth else feel guilty,positive
4084,spam,Orange brings you ringtones from all time Chart Heroes  with a free hit each week  Go to Ringtones   Pics on wap  To stop receiving these tips reply STOP ,,,,orange brings ringtones time chart heroes free hit week go ringtones pics wap stop receiving tips reply stop,positive
4085,ham,Lemme know when you re here,,,,lemme know,positive
4086,spam,PRIVATE  Your  Account Statement for  shows  un redeemed S  I  M  points  Call  Identifier Code   Expires   ,,,,private account statement shows un redeemed points call identifier code expires,positive
4087,ham,He needs to stop going to bed and make with the fucking dealing,,,,needs stop going bed make fucking dealing,negative
4088,ham,How are you  my Love   Are you with your brother   Time to talk english with him   *grins* Say   Hey Muhommad  Penny says hello from across the sea,,,,love brother time talk english *grins* say hey muhommad penny says hello across sea,positive
4089,spam,We tried to call you re your reply to our sms for a video mobile  mins UNLIMITED TEXT   free camcorder Reply of call  Now,,,,tried call reply sms video mobile mins unlimited text free camcorder reply call,positive
4090,ham,Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is   lt  gt  k help pls I will load d card abi hw keep me posted luv   mj,,,,hey doc pls want get nice shirt hubby nice fiting ones budget lt gt k help pls load card abi hw keep posted luv mj,positive
4091,ham,I remain unconvinced that this isn t an elaborate test of my willpower,,,,remain unconvinced elaborate test willpower,negative
4092,ham,\Life is nothing wen v get everything\   But \ life is everything wen v miss something \   Real value of people wil be realized only in their absence  gud mrng ,,,,\life nothing wen v get everything\ \ life everything wen v miss something \ real value people wil realized absence gud mrng,positive
4093,ham,how are you  I miss you ,,,,miss,negative
4094,ham,I ain t answerin no phone at what is actually a pretty reasonable hour but I m sleepy,,,,answerin phone actually pretty reasonable hour sleepy,positive
4095,ham,Hey   is * rite u put åÈ evey mnth is that all ,,,,hey * rite u put åè evey mnth,positive
4096,ham,i am going to bed now prin,,,,going bed prin,positive
4097,ham,I think just yourself Û_Thanks and see you tomo,,,,think û_thanks see tomo,positive
4098,ham,If u dun drive then how i go  sch ,,,,u dun drive go sch,positive
4099,ham,I not at home now lei ,,,,home lei,positive
4100,spam,GSOH  Good with SPAM the ladies U could b a male gigolo   join the uk s fastest growing mens club reply ONCALL  mjzgroup   stop reply STOP  msg å£ rcvd,,,,gsoh good spam ladies u could b male gigolo join uk fastest growing mens club reply oncall mjzgroup stop reply stop msg å£ rcvd,negative
4101,ham,Ok then i will come to ur home after half an hour,,,,ok come ur home half hour,positive
4102,spam,U have a secret admirer who is looking  make contact with U find out who they R*reveal who thinks UR so special call on ,,,,u secret admirer looking make contact u find r*reveal thinks ur special call,positive
4103,ham,Do u hav any frnd by name ashwini in ur college ,,,,u hav frnd name ashwini ur college,positive
4104,ham,Jus finish my lunch on my way home lor  I tot u dun wan  stay in sch today ,,,,jus finish lunch way home lor tot u dun wan stay sch today,positive
4105,ham,K then marrow are you coming to class ,,,,k marrow coming class,positive
4106,spam,HOT LIVE FANTASIES call now  Just p per min NTT Ltd  PO Box  Croydon CR WB  is a national rate call,,,,hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call,negative
4107,ham,Pls send me your address sir ,,,,pls send address sir,positive
4108,ham,I want to lick your pussy now ,,,,want lick pussy,positive
4109,ham,Yo  you gonna still be in stock tomorrow today  I m trying to get a dubsack,,,,yo gonna still stock tomorrow today trying get dubsack,positive
4110,spam,URGENT  Your Mobile number has been awarded a  UKP  prize GUARANTEED  Call  from landline  Claim   Valid hrs only ppm,,,,urgent mobile number awarded ukp prize guaranteed call landline claim valid hrs ppm,positive
4111,ham,I ll see  but prolly yeah,,,,see prolly yeah,positive
4112,ham,Thought we could go out for dinner  I ll treat you  Seem ok ,,,,thought could go dinner treat seem ok,positive
4113,ham,Where are you   What do you do   How can you stand to be away from me   Doesn t your heart ache without me   Don t you wonder of me   Don t you crave me  ,,,,stand away heart ache without wonder crave,negative
4114,ham,Sorry  You never hear unless you book it  One was kinda a joke thet were really looking for skinny white girls  The other was one line you can only do so much on camera with that  Something like that they re casting on the look ,,,,sorry never hear unless book one kinda joke thet really looking skinny white girls one line much camera something like casting look,positive
4115,ham,What you doing how are you ,,,,,positive
4116,ham,Sure thing big man  i have hockey elections at   shouldnÛ÷t go on longer than an hour though,,,,sure thing big man hockey elections shouldnû÷t go longer hour though,positive
4117,ham,Watch lor  I saw a few swatch one i thk quite ok  Ard  but i need nd opinion leh ,,,,watch lor saw swatch one thk quite ok ard need nd opinion leh,positive
4118,ham,Hiya do u like the hlday pics looked horrible in them so took mo out  Hows the camp Amrca thing  Speak soon Serena  ,,,,hiya u like hlday pics looked horrible took mo hows camp amrca thing speak soon serena,negative
4119,ham,Babe  How goes that day   What are you up to   I miss you already  my Love   * loving kiss*   I hope everything goes well ,,,,babe goes day miss already love * loving kiss* hope everything goes well,positive
4120,ham,Yunny  I m goin to be late,,,,yunny goin late,positive
4121,ham,Doc prescribed me morphine cause the other pain meds aren t enough  Waiting for my mom to bring it  That med should kick in fast so I m gonna try to be on later,,,,doc prescribed morphine cause pain meds enough waiting mom bring med kick fast gonna try later,negative
4122,ham,Cool  want me to go to kappa or should I meet you outside mu,,,,cool want go kappa meet outside mu,positive
4123,ham,Hey sexy buns   Have I told you   I adore you  loverboy  I hope you remember to thank your sister in law for those meatballs *grins*   i love you  babe,,,,hey sexy buns told adore loverboy hope remember thank sister law meatballs *grins* love babe,positive
4124,ham,May b approve panalam but it should have more posts ,,,,may b approve panalam posts,positive
4125,spam,SPJanuary Male Sale  Hot Gay chat now cheaper  call   National rate from  p min cheap to  p min peak  To stop texts call   p min ,,,,spjanuary male sale hot gay chat cheaper call national rate p min cheap p min peak stop texts call p min,negative
4126,ham,Sorry  I ll call later,,,,sorry call later,negative
4127,ham,I dont thnk its a wrong calling between us,,,,dont thnk wrong calling us,positive
4128,ham,Me i m not workin  Once i get job ,,,,workin get job,positive
4129,ham,And by when you re done I mean now,,,,done mean,positive
4130,ham,\Its Ur luck to Love someone  Its Ur fortune to Love the one who Loves U  But," its a miracle to Love a person who can't Love anyone except U...\"" Gud nyt...""",,,\its ur luck love someone ur fortune love one loves u,positive
4131,ham,Hi baby ive just got back from work and i was wanting to see u allday  I hope i didnt piss u off on the phone today  If u are up give me a call xxx,,,,hi baby ive got back work wanting see u allday hope didnt piss u phone today u give call xxx,positive
4132,spam,FreeMsg Today s the day if you are ready  I m horny   live in your town  I love sex fun   games  Netcollex Ltd p per msg reply Stop to end,,,,freemsg today day ready horny live town love sex fun games netcollex ltd p per msg reply stop end,positive
4133,ham,Is it your yahoo boys that bring in the perf  Or legal ,,,,yahoo boys bring perf legal,positive
4134,ham,No need to say anything to me  I know i am an outsider,,,,need say anything know outsider,positive
4135,ham,have you ever had one foot before ,,,,ever one foot,positive
4136,ham,Just got to   lt  gt ,,,,got lt gt,positive
4137,ham,Good  No  donÛ÷t need any receiptsÛÓwell done   Û_  Yes  please tell   WhatÛ÷s her number  i could ring her,,,,good donû÷t need receiptsûówell done û_ yes please tell whatû÷s number could ring,positive
4138,ham,Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It        gud nyt ,,,,ever green quote ever told jerry cartoon \a person irritates u always one loves u vry much fails express gud nyt,negative
4139,ham,Leave it wif me lar  ÌÏ wan to carry meh so heavy  Is da num  familiar to Ì_ ,,,,leave wif lar ìï wan carry meh heavy da num familiar ì_,negative
4140,ham,Beautiful truth   Expression of the face could Be seen by everyone  But the depression of heart Could be understood only By the Loved ones  Gud Ni  ,,,,beautiful truth expression face could seen everyone depression heart could understood loved ones gud ni,positive
4141,ham,Infact happy new year  How are you where are you when are we seeing,,,,infact happy new year seeing,positive
4142,spam,In The Simpsons Movie released in July  name the band that died at the start of the film  A Green Day  B Blue Day  C Red Day   Send A  B or C ,,,,simpsons movie released july name band died start film green day b blue day c red day send b c,negative
4143,ham,That s a shame  Maybe cld meet for few hrs tomo ,,,,shame maybe cld meet hrs tomo,negative
4144,ham,Lol I would but despite these cramps I like being a girl ,,,,lol would despite cramps like girl,positive
4145,ham,I canåÕt wait for cornwall  Hope tonight isnåÕt too bad as well but itåÕs rock night shite  Anyway iåÕm going for a kip now have a good night  Speak to you soon ,,,,canåõt wait cornwall hope tonight isnåõt bad well itåõs rock night shite anyway iåõm going kip good night speak soon,positive
4146,ham,Pls help me tell sura that i m expecting a battery from hont  And that if should pls send me a message about how to download movies  Thanks,,,,pls help tell sura expecting battery hont pls send message download movies thanks,positive
4147,spam,Please call Amanda with regard to renewing or upgrading your current T Mobile handset free of charge  Offer ends today  Tel    subject to T s and C s,,,,please call amanda regard renewing upgrading current mobile handset free charge offer ends today tel subject c,positive
4148,ham,Haven t found a way to get another app for your phone  eh   Will you go to the net cafe   Did you take that job  Geeee I need you babe  I crave to see you  ,,,,found way get another app phone eh go net cafe take job geeee need babe crave see,positive
4149,ham,I only work from mon to thurs but Sat i cant leh  Booked liao  Which other day u free ,,,,work mon thurs sat cant leh booked liao day u free,positive
4150,ham,ÌÏ comin to fetch us oredi ,,,,ìï comin fetch us oredi,positive
4151,ham,What s nannys address ,,,,nannys address,positive
4152,spam,URGENT  Your * Costa Del Sol Holiday or å£ await collection  Call  Now toClaim  SAE  TC s  POBox  Stockport  SKxh  Costå£  pm  Maxmins,,,,urgent * costa del sol holiday å£ await collection call toclaim sae tc pobox stockport skxh costå£ pm maxmins,positive
4153,ham,Haf u eaten  Wat time u wan me  come ,,,,haf u eaten wat time u wan come,positive
4154,spam,Want a new Video Phone   anytime any network mins  Half price line rental free text for  months  Reply or call  for free delivery,,,,want new video phone anytime network mins half price line rental free text months reply call free delivery,positive
4155,ham,Yo  call me when you get the chance  a friend of mine wanted me to ask you about a big order,,,,yo call get chance friend mine wanted ask big order,positive
4156,ham,This single single answers are we fighting  Plus i said am broke and you didnt reply,,,,single single answers fighting plus said broke didnt reply,negative
4157,ham,It certainly puts things into perspective when something like this happens,,,,certainly puts things perspective something like happens,positive
4158,ham,Now got tv  watch meh  U no work today ,,,,got tv watch meh u work today,negative
4159,ham,i felt so not any conveying reason  Ese he  What about me ,,,,felt conveying reason ese,positive
4160,spam,Had your mobile  months or more  U R entitled to Update to the latest colour mobiles with camera for Free  Call The Mobile Update Co FREE on ,,,,mobile months u r entitled update latest colour mobiles camera free call mobile update co free,positive
4161,ham,How s it going  Got any exciting karaoke type activities planned  I m debating whether to play football this eve  Feeling lazy though ,,,,going got exciting karaoke type activities planned debating whether play football eve feeling lazy though,positive
4162,ham,I told that am coming on wednesday ,,,,told coming wednesday,positive
4163,ham,Its ok  called mom instead have fun,,,,ok called mom instead fun,positive
4164,spam,Dear Voucher Holder  To claim this weeks offer  at your PC please go to http  www wtlp co uk text  Ts Cs apply ,,,,dear voucher holder claim weeks offer pc please go http www wtlp co uk text ts cs apply,positive
4165,ham,Well if I m that desperate I ll just call armand again,,,,well desperate call armand,negative
4166,ham,Are you at work right now  ,,,,work right,positive
4167,spam,Congrats  Nokia  video camera phone is your Call  Calls cost ppm Ave call mins vary from mobiles   Close  post BCM Ldn WCNXX,,,,congrats nokia video camera phone call calls cost ppm ave call mins vary mobiles close post bcm ldn wcnxx,positive
4168,ham,Haven t heard anything and he s not answering my texts so I m guessing he flaked  That said the jb is fantastic,,,,heard anything answering texts guessing flaked said jb fantastic,positive
4169,ham,Mmmmmm   I love you so much  Ahmad   I can t wait for this year to begin as every second takes me closer to being at your side  Happy New Year  my love ,,,,mmmmmm love much ahmad wait year begin every second takes closer side happy new year love,positive
4170,ham,Pls what s the full name of joke s school cos fees in university of florida seem to actually be   lt  gt  k  Pls holla back,,,,pls full name joke school cos fees university florida seem actually lt gt k pls holla back,positive
4171,ham,Sorry  I ll call later,,,,sorry call later,negative
4172,ham,Ok  But they said i ve got wisdom teeth hidden inside n mayb need  remove ,,,,ok said got wisdom teeth hidden inside n mayb need remove,positive
4173,ham,And pls pls drink plenty plenty water,,,,pls pls drink plenty plenty water,positive
4174,ham,How are you doing  How s the queen  Are you going for the royal wedding,,,,queen going royal wedding,positive
4175,ham,He s in lag  That s just the sad part but we keep in touch thanks to skype,,,,lag sad part keep touch thanks skype,negative
4176,ham,Ok lor then we go tog lor ,,,,ok lor go tog lor,positive
4177,ham,Two teams waiting for some players,,,,two teams waiting players,positive
4178,ham,Can Ì_ send me a copy of da report ,,,,ì_ send copy da report,positive
4179,ham,swhrt how u dey hope ur ok  tot about u day love n miss take care ,,,,swhrt u dey hope ur ok tot u day love n miss take care,positive
4180,ham,Ok da  i already planned  I wil pick you ,,,,ok da already planned wil pick,positive
4181,spam,Urgent  Please call   Your ABTA complimentary * Spanish Holiday or å£  cash await collection SAE T Cs BOX  PO EZ ppm  ,,,,urgent please call abta complimentary * spanish holiday å£ cash await collection sae cs box po ez ppm,positive
4182,ham,Sorry  I ll call later in meeting,,,,sorry call later meeting,negative
4183,ham,I just really need shit before tomorrow and I know you won t be awake before like ,,,,really need shit tomorrow know awake like,negative
4184,ham,I m good  Have you registered to vote ,,,,good registered vote,positive
4185,ham,Hmm ok  i ll stay for like an hour cos my eye is really sore ,,,,hmm ok stay like hour cos eye really sore,positive
4186,ham,Dear got bus directly to calicut,,,,dear got bus directly calicut,positive
4187,ham,Mm umma ask vava also to come tell him can play later together,,,,mm umma ask vava also come tell play later together,positive
4188,ham,Well the general price is   lt  gt   oz  let me know if when how much you want,,,,well general price lt gt oz let know much want,positive
4189,ham,Sorry  I ll call later,,,,sorry call later,negative
4190,ham,Each Moment in a day has its own value Morning brings hope afternoon brings faith Evening brings luv Night brings rest Wish u find them all today Good Morning,,,,moment day value morning brings hope afternoon brings faith evening brings luv night brings rest wish u find today good morning,positive
4191,ham, lt  gt   w jetton ave if you forgot,,,,lt gt w jetton ave forgot,positive
4192,ham,Ok i m coming home now ,,,,ok coming home,positive
4193,ham,Can not use foreign stamps in this country ,,,,use foreign stamps country,positive
4194,spam,Double mins and txts  months FREE Bluetooth on Orange  Available on Sony  Nokia Motorola phones  Call MobileUpd on  or calloptout NDX,,,,double mins txts months free bluetooth orange available sony nokia motorola phones call mobileupd calloptout ndx,positive
4195,ham,Sorry  it s a lot of friend of a friend stuff  I m just now about to talk to the actual guy who wants to buy,,,,sorry lot friend friend stuff talk actual guy wants buy,positive
4196,spam,FREE for st week  No Nokia tone  ur mob every week just txt NOKIA to  Get txting and tell ur mates www getzed co uk POBox  WWQ normp tone  ,,,,free st week nokia tone ur mob every week txt nokia get txting tell ur mates www getzed co uk pobox wwq normp tone,positive
4197,spam,Want to funk up ur fone with a weekly new tone reply TONESU  this text  www ringtones co uk  the original n best  Tones GBP network operator rates apply,,,,want funk ur fone weekly new tone reply tonesu text www ringtones co uk original n best tones gbp network operator rates apply,positive
4198,spam,cmon babe  make me horny  *turn* me on  Txt me your fantasy now babe   Im hot  sticky and need you now  All replies cost å£    cancel send STOP,,,,cmon babe make horny *turn* txt fantasy babe im hot sticky need replies cost å£ cancel send stop,negative
4199,ham,I will come tomorrow di,,,,come tomorrow di,positive
4200,ham,Wylie update  my weed dealer carlos went to freedom and had a class with lunsford,,,,wylie update weed dealer carlos went freedom class lunsford,positive
4201,ham,Are you happy baby   Are you alright   Did you take that job   I hope your fine  I send you a kiss to make you smile from across the sea   *kiss* *kiss*,,,,happy baby alright take job hope fine send kiss make smile across sea *kiss* *kiss*,positive
4202,ham,C movie is juz last minute decision mah  Juz watch  lar but i tot Ì_ not interested ,,,,c movie juz last minute decision mah juz watch lar tot ì_ interested,positive
4203,ham,How are you enjoying this semester  Take care brother ,,,,enjoying semester take care brother,positive
4204,spam,IMPORTANT INFORMATION  ORANGE USER XXXXXX  TODAY IS UR LUCKY DAY  FIND OUT WHY LOG ONTO http  www urawinner com THERE S A FANTASTIC PRIZEAWAITING YOU ,,,,important information orange user xxxxxx today ur lucky day find log onto http www urawinner com fantastic prizeawaiting,positive
4205,ham,Get the door  I m here,,,,get door,positive
4206,ham,Lets use it next week  princess   ,,,,lets use next week princess,positive
4207,ham,Or i go home first lar Ì_ wait  me lor  I put down my stuff first ,,,,go home first lar ì_ wait lor put stuff first,positive
4208,ham,I want kfc its Tuesday  Only buy  meals ONLY   No gravy  Only  Mark   ,,,,want kfc tuesday buy meals gravy mark,positive
4209,ham,No da  he is stupid da always sending like this  don believe any of those message pandy is a mental  ,,,,da stupid da always sending like believe message pandy mental,negative
4210,ham,Oi when you gonna ring,,,,oi gonna ring,positive
4211,spam,Missed call alert  These numbers called but left no message  ,,,,missed call alert numbers called left message,positive
4212,ham,I attended but nothing is there ,,,,attended nothing,positive
4213,ham,Ard  like dat lor  We juz meet in mrt station then Ì_ dun haf to come out ,,,,ard like dat lor juz meet mrt station ì_ dun haf come,positive
4214,ham,No dear i was sleeping   P,,,,dear sleeping p,positive
4215,ham,Er mw im filled tuth is aight,,,,er mw im filled tuth aight,positive
4216,ham,Will be office around  pm  Now i am going hospital ,,,,office around pm going hospital,positive
4217,ham,Actually i m waiting for  weeks when they start putting ad ,,,,actually waiting weeks start putting ad,positive
4218,ham,Anything lor if they all go then i go lor ,,,,anything lor go go lor,positive
